"Year","Period","State","Commodity","Type","Production","Chemical","Materials","Unit","Value"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(TERBACIL = 12701)"," AVG","0.568"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ACETAMIPRID = 99050)"," AVG","0.091"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(BIFENTHRIN = 128825)"," AVG","0.099"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ESFENVALERATE = 109303)"," AVG","0.049"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FENPROPATHRIN = 127901)"," AVG","0.286"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FLUPYRADIFURONE = 122304)"," AVG","0.168"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(IMIDACLOPRID = 129099)"," AVG","0.102"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(MALATHION = 57701)"," AVG","1.432"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOMYL = 90301)"," AVG","0.868"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOXYFENOZIDE = 121027)"," AVG","0.202"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(PHOSMET = 59201)"," AVG","0.9"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINOSAD = 110003)"," AVG","0.12"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," AVG","0.026"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(GIBBERELLIC ACID = 43801)"," AVG","0.186"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(HYDROGEN PEROXIDE = 595)"," AVG","1.048"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(INDAZIFLAM = 80818)"," AVG","0.06"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(PEROXYACETIC ACID = 63201)"," AVG","0.196"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","(NITROGEN)"," "," AVG","21"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","(PHOSPHATE)"," "," AVG","11"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","(POTASH)"," "," AVG","29"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","(SULFUR)"," "," AVG","12"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(AZOXYSTROBIN = 128810)"," AVG","0.431"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BOSCALID = 128008)"," AVG","0.397"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," AVG","2.945"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CAPTAN = 81301)"," AVG","4.502"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CHLOROTHALONIL = 81901)"," AVG","2.324"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(COPPER CHLORIDE HYD. = 23501)"," AVG","0.626"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(COPPER SULFATE = 24401)"," AVG","0.203"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CYPRODINIL = 288202)"," AVG","0.378"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(DIFENOCONAZOLE = 128847)"," AVG","0.087"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FENBUCONAZOLE = 129011)"," AVG","0.177"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUDIOXONIL = 71503)"," AVG","0.259"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUOPYRAM = 80302)"," AVG","0.216"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(METCONAZOLE = 125619)"," AVG","0.133"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," AVG","4.28"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PROPICONAZOLE = 122101)"," AVG","0.196"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PROTHIOCONAZOLE = 113961)"," AVG","0.2"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," AVG","0.202"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRIMETHANIL = 288201)"," AVG","0.444"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(ZIRAM = 34805)"," AVG","3.325"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)"," AVG","0.018"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLETHODIM = 121011)"," AVG","0.162"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DIURON = 35505)"," AVG","2.091"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(FLUMIOXAZIN = 129034)"," AVG","0.357"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," AVG","0.438"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," AVG","0.441"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE POT. SALT = 103613)"," AVG","2.629"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(HEXAZINONE = 107201)"," AVG","2.133"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(MESOTRIONE = 122990)"," AVG","0.178"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(NORFLURAZON = 105801)"," AVG","2.094"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(PARAQUAT = 61601)"," AVG","0.999"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(S-METOLACHLOR = 108800)"," AVG","1.436"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SIMAZINE = 80807)"," AVG","5.646"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(TERBACIL = 12701)"," AVG","1.168"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ACETAMIPRID = 99050)"," AVG","0.146"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(BIFENTHRIN = 128825)"," AVG","0.207"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ESFENVALERATE = 109303)"," AVG","0.082"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FENPROPATHRIN = 127901)"," AVG","0.389"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FLUPYRADIFURONE = 122304)"," AVG","0.311"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(IMIDACLOPRID = 129099)"," AVG","0.143"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(MALATHION = 57701)"," AVG","2.788"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOMYL = 90301)"," AVG","1.548"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOXYFENOZIDE = 121027)"," AVG","0.238"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(PHOSMET = 59201)"," AVG","2.057"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINOSAD = 110003)"," AVG","0.19"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," AVG","0.062"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(GIBBERELLIC ACID = 43801)"," AVG","0.198"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(HYDROGEN PEROXIDE = 595)"," AVG","2.633"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(INDAZIFLAM = 80818)"," AVG","0.061"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(PEROXYACETIC ACID = 63201)"," AVG","0.489"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","(NITROGEN)"," "," AVG","67"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","(PHOSPHATE)"," "," AVG","23"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","(POTASH)"," "," AVG","67"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","(SULFUR)"," "," AVG","39"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(AZOXYSTROBIN = 128810)"," AVG","2.3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BOSCALID = 128008)"," AVG","1.3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," AVG","1.2"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CAPTAN = 81301)"," AVG","2"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CHLOROTHALONIL = 81901)"," AVG","1.3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(COPPER CHLORIDE HYD. = 23501)"," AVG","1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(COPPER SULFATE = 24401)"," AVG","1.9"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CYPRODINIL = 288202)"," AVG","1.3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(DIFENOCONAZOLE = 128847)"," AVG","1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FENBUCONAZOLE = 129011)"," AVG","1.4"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUDIOXONIL = 71503)"," AVG","1.3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUOPYRAM = 80302)"," AVG","1.3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(METCONAZOLE = 125619)"," AVG","1.7"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," AVG","1.9"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PROPICONAZOLE = 122101)"," AVG","1.3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PROTHIOCONAZOLE = 113961)"," AVG","1.1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," AVG","1.3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRIMETHANIL = 288201)"," AVG","1.1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(ZIRAM = 34805)"," AVG","1.2"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)"," AVG","1.1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLETHODIM = 121011)"," AVG","1.3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DIURON = 35505)"," AVG","1.1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(FLUMIOXAZIN = 129034)"," AVG","1.2"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," AVG","1.1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," AVG","1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE POT. SALT = 103613)"," AVG","1.2"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(HEXAZINONE = 107201)"," AVG","1.9"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(MESOTRIONE = 122990)"," AVG","1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(NORFLURAZON = 105801)"," AVG","1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(PARAQUAT = 61601)"," AVG","1.9"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(S-METOLACHLOR = 108800)"," AVG","1.1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SIMAZINE = 80807)"," AVG","2.7"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(TERBACIL = 12701)"," AVG","2.1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ACETAMIPRID = 99050)"," AVG","1.6"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(BIFENTHRIN = 128825)"," AVG","2.1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)"," AVG","1.9"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)"," AVG","2"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ESFENVALERATE = 109303)"," AVG","1.7"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FENPROPATHRIN = 127901)"," AVG","1.4"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FLUPYRADIFURONE = 122304)"," AVG","1.8"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(IMIDACLOPRID = 129099)"," AVG","1.4"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(MALATHION = 57701)"," AVG","1.9"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOMYL = 90301)"," AVG","1.8"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOXYFENOZIDE = 121027)"," AVG","1.2"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(PHOSMET = 59201)"," AVG","2.3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINOSAD = 110003)"," AVG","1.6"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," AVG","2.4"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(GIBBERELLIC ACID = 43801)"," AVG","1.1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(HYDROGEN PEROXIDE = 595)"," AVG","2.5"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(INDAZIFLAM = 80818)"," AVG","1"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(PEROXYACETIC ACID = 63201)"," AVG","2.5"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","(NITROGEN)"," "," AVG","3.2"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","(PHOSPHATE)"," "," AVG","2.2"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","(POTASH)"," "," AVG","2.3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","(SULFUR)"," "," AVG","3.3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(AZOXYSTROBIN = 128810)"," AVG","59"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(BOSCALID = 128008)"," AVG","15"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," AVG","52"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(CAPTAN = 81301)"," AVG","30"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(CHLOROTHALONIL = 81901)"," AVG","9"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(COPPER CHLORIDE HYD. = 23501)"," AVG","4"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(COPPER SULFATE = 24401)"," AVG","29"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(CYPRODINIL = 288202)"," AVG","24"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(DIFENOCONAZOLE = 128847)"," AVG","5"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(FENBUCONAZOLE = 129011)"," AVG","73"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(FLUDIOXONIL = 71503)"," AVG","20"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(FLUOPYRAM = 80302)"," AVG","34"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(METCONAZOLE = 125619)"," AVG","65"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," AVG","16"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(PROPICONAZOLE = 122101)"," AVG","23"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(PROTHIOCONAZOLE = 113961)"," AVG","39"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," AVG","15"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(PYRIMETHANIL = 288201)"," AVG","5"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(TOTAL)"," AVG","93"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(ZIRAM = 34805)"," AVG","33"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)"," AVG","3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(CLETHODIM = 121011)"," AVG","23"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(DIURON = 35505)"," AVG","32"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(FLUMIOXAZIN = 129034)"," AVG","18"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," AVG","5"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," AVG","4"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(GLYPHOSATE POT. SALT = 103613)"," AVG","4"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(HEXAZINONE = 107201)"," AVG","5"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(MESOTRIONE = 122990)"," AVG","29"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(NORFLURAZON = 105801)"," AVG","8"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(PARAQUAT = 61601)"," AVG","17"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(S-METOLACHLOR = 108800)"," AVG","18"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(SIMAZINE = 80807)"," AVG","10"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(TERBACIL = 12701)"," AVG","18"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(TOTAL)"," AVG","56"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(ACETAMIPRID = 99050)"," AVG","31"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(BIFENTHRIN = 128825)"," AVG","67"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)"," AVG","28"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)"," AVG","4"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(ESFENVALERATE = 109303)"," AVG","51"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(FENPROPATHRIN = 127901)"," AVG","6"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(FLUPYRADIFURONE = 122304)"," AVG","3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(IMIDACLOPRID = 129099)"," AVG","33"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(MALATHION = 57701)"," AVG","12"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(METHOMYL = 90301)"," AVG","46"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(METHOXYFENOZIDE = 121027)"," AVG","29"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(PHOSMET = 59201)"," AVG","75"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(SPINOSAD = 110003)"," AVG","5"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(TOTAL)"," AVG","97"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," AVG","86"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","OTHER","(GIBBERELLIC ACID = 43801)"," AVG","3"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","OTHER","(HYDROGEN PEROXIDE = 595)"," AVG","44"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","OTHER","(INDAZIFLAM = 80818)"," AVG","5"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","OTHER","(PEROXYACETIC ACID = 63201)"," AVG","44"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","OTHER","(TOTAL)"," AVG","50"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","(NITROGEN)"," "," AVG","74"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","(PHOSPHATE)"," "," AVG","52"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","(POTASH)"," "," AVG","68"
2019,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","TREATED","(SULFUR)"," "," AVG","57"
2019,"YEAR","MICHIGAN","BLUEBERRIES","TAME","",""," ","ACRES HARVESTED","20,600"
2019,"YEAR","MICHIGAN","BLUEBERRIES","TAME","PRODUCTION",""," "," MEASURED IN LB","84,900,000"
2019,"YEAR","MICHIGAN","BLUEBERRIES","TAME","YIELD",""," "," MEASURED IN LB / ACRE","4,120"
